"","","","","","","","","","","","","","",""
"ทาวน์โฮม","J City Rattanathibet-Bang Bua Thong","เจ ซิตี้ รัตนาธิเบศร์-บางบัวทอง","","","โสนลอย","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ","– ตลาดบางบัวทอง 0.3 กม.
– Central Westgate 7 กม.
– Central รัตนาธิเบศร์ 15 กม.
– Home Pro บางใหญ่ 6 กม.
– Home Pro ราชพฤกษ์ 14 กม.
– Big C บางใหญ่ 5 กม.
– Lotus บางใหญ่ 12 กม.
– ตลาดเจ้าพระยา 6.8 กม.
– ตลาดบางใหญ่ 10 กม.
– ท่าน้ำนนท์ 11 กม.
– โรงเรียนเตรียมอุดม นนทบุรี 14 กม.
– อนุบาลเด่นหล้า 14 กม.
– โรงพยาบาลเกษมราษฎร์ รัตนาธิเบศร์ 5 กม.
– สถานีรถไฟฟ้าบางพลู 6 กม.
– สถานีรถไฟฟ้าคลองบางไผ่ 5 กม.","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Ville Village 32-Rama 2","หมู่บ้านพฤกษาวิลล์32-พระราม2","พระราม2ซอย74","","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, Fitness, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-เซ็นทรัล พระราม 2
-บิ๊กซี พระราม 2
-เทสโก้ โลตัส พระราม 2
-โฮมโปร พระราม 2
-รร.รุ่งอรุณ
-รร.ทานตะวันไตรภาษา
-รร.พระยามนธาตุราชศรีพิจิตร์
-รพ.บางมด
-รพ.นครธน","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"บ้านแฝด","Pin Charoen Village 1","หมู่บ้านปิ่นเจริญ1","","","สีกัน","ดอนเมือง","กรุงเทพ","","","","","-รร.พระหฤทัยคอนแวนต์
-เทคนิคดอนเมือง
-สนง.เขตดอนเมือง
-ตลาดฝั่งโขง
-สนามบินดอนเมือง
-ทางขึ้น-ลงทางด่วนอุตราภิมุข","","สะพานใหม่ วิภาวดี ดอนเมือง สรงประภา หลักสี่"
"อาคารพาณิชย์","Khi Nuch Village","หมู่บ้านขจีนุช","","","คลองพระอุดม","ลาดหลุมแก้ว","ปทุมธานี","","","","","การเดินทาง
- เดินทางสะดวกได้หลายทาง เส้น345
-ถนนราชพฤกษ์ ,ติวานนท์ ปทุมธานี
-ถนนปากเกร็ด ถนน สะพานนนทบุรี-บางบัวทอง
-ใกล้สะพานนวลฉวี , โรงเรียนสาธิตปทุม
สถานที่ใกล้เคียง
- ใกล้โรงเรียนสารสาสทน์
- ใกล้โรงเรียนสาธิตปทุม
- ใกล้ห้างโรบินสันศรีสมาน
- ใกล้ห้างบิ๊กซี ปทุมธานี
- ใกล้โรงพยาบาล วิภาราม
- ใกล้ศูนย์การค้า เดอะทรี
- ใกล้โรงเรียนสวนกุหลาบ
","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","The Modern Bang Bua Thong Village","หมู่บ้านเดอะโมดิช บางบัวทอง","","","ลำโพ","บางบัวทอง","นนทบุรี","","","","","- ใกล้โรงเรียนสารสาสน์บางบัวทอง 
-ห้างสรรพสินค้าเซ็นทรัลเวสท์เกต
-วัดทองสะอาด
-ตลาดต้นไม้สมบัติบุรี 
-แม็คโคร สาขาบางบัวทอง
-BTS สถานีคลองบางไผ่","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ที่ดินเปล่า","Land for sale","ขายที่ดินเปล่า","","","บางเดื่อ","เมืองปทุมธานี","ปทุมธานี","","","","","-","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","Chat Pailin Village","หมู่บ้านฉัตรไพลิน","","","ระแหง","ลาดหลุมแก้ว","ปทุมธานี","","","","","การประปาส่วนภูมิภาค ปทุมธานี
โรงพยาบาล ปทุมธานี
ศาลจังหวัดปทุมธานี
เทสโก้ โลตัส สาขาปทุมธานี
การไฟฟ้าส่วนภูมิภาค ปทุมธานี
ร.ร.ปทุมวิไล
ร.ร.สาธิตปทุม
ศาลากลางปทุมธานี
สถานีตำรวจปทุมธานี","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","Dan Thong Village Village","หมู่บ้านแดนทอง วิลเลจ","","","บางโพเหนือ","สามโคก","ปทุมธานี","","","","","1.โรงเรียนปทุมวิไล
2.โรงพยาบาลปทุมธานี
3.ศาลจังหวัด
4.ศาลหลักเมือง
5.ไปรษณีย์สามโคก
6.Global House
7.สำนักงานเทศบาลตำบลบางเตย
8.วัดชัยสิทธาวาส
9.สำนักงานเทศบาลตำบลสามโคก
10.สำนักงานเขตพื้นที่การศึกษาประถมปทุมธานี
11.ร้านเอลวิส สุกี้","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","Prachasuk Lake and Mall Village","หมู่บ้าน ประชาสุขเลคแอนด์มอลล์","พระราม2ซอย60/1","พระราม2","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-บิ๊กซี พระราม 2
-เทสโก้ โลตัส พระราม 2
-โรงพยาบาลพระราม 2
-โรงพยาบาลนครธน
-เซ็นทรัล พระราม 2
-สน. ท่าข้าม","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"ทาวน์โฮม","Kasem Suk Phetkasem Village 53","หมู่บ้านเกษมสุข เพชรเกษม 53","เพชรเกษม53","","บางแคเหนือ","บางแค","กรุงเทพ","","","","","สถานีรถไฟฟ้า MRT หลักสอง (เดอะมอลล์บางแค), เดอะมอลล์บางแค
-โรงพยาบาล เกษมราษฎร์ บางแค
-โรงเรียนอนุบาลเศรษฐราณี
-โรงเรียนบางแค(เนื่องสังวาลย์)
-โรงเรียน อำนวยศิลป์ธนบุรี
- ตลาดบางแค
-บิ๊กซีเพชรเกษม
-เทสโก้ โลตัส บางแค","","บางแค เพชรเกษม ภาษีเจริญ หนองแขม"
"ทาวน์โฮม","Kornwika Village","หมู่บ้านกรวิกา","","","สีกัน","ดอนเมือง","กรุงเทพ","","","","","1.สนามบินดอนเมือง
2.สำนักงานเขตดอนเมือง 
3.โรงเรียนนานาชาติ Harrow 
4.โรงเรียนพระหฤทัยดอนเมือง
5.บิกซี แจ้งวัฒนะ 
6.วัดดอนเมือง 
7.วัดสีกัน","","สะพานใหม่ วิภาวดี ดอนเมือง สรงประภา หลักสี่"
"ทาวน์โฮม","Pongsirichai 4 Village, Petchkasem 81","หมู่บ้าน พงษ์ศิริชัย4 เพชรเกษม81","เพชรเกษม81","","หนองค้างพลู","หนองแขม","กรุงเทพ","","","","","– บิ๊กซี เพชรเกษม
– โลตัส เอ็กซ์เพลส
– วิคตอเรีย การ์เด้น เพชรเกษม
– เดอะทรี บางบอน
– บีบี 3 เซ็นเตอร์ พ้อยท์ บางบอน 3
– บิ๊กซี เอ็กซ์ตร้า เพชรเกษม 2
– โฮมโปร
– เดอะมอลล์ บางแค
– สำเพ็ง 2
– โรงพยาบาลเกษมราษฏร์-บางแค
– โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม
– โรงเรียนอนุบาลเด่นหล้า
– โรงเรียนกรพิทักษ์ศึกษา บางแค
– โรงเรียนสารสาสน์วิเทศบางบอน
– โรงเรียนสารสาสน์วิเทศหนองแขม
– โรงเรียนปัญญาศักดิ์บางบอน
– มหาวิทยาลัยเอเชียอาคเนย์","","บางแค เพชรเกษม ภาษีเจริญ หนองแขม"
"ที่ดินเปล่า","Vacant Land, Ban Mai Subdistrict, Bang Yai District, Nonthaburi","ที่ดินเปล่า อบต.บ้านใหม่ อำเภอบางใหญ่ นนทบุรี","","","บ้านใหม่","บางใหญ่","นนทบุรี","","","","","-อบต.บ้านใหม่ 
-ใกล้มอเตอร์เวย์ฯบางใหญ่-กาญจนบุรี
-เซ็นทรัลเวสต์เกต บางใหญ่ เพียง 15 นาที
- รถไฟฟ้า MRT สายสีม่วง สถานีคลองบางไผ่และสถานีตลาดบางใหญ่ เพียง 12 นาที 
- ตลาดบางใหญ่ , BB Market เพียง 15 นาที 
- Big C บางใหญ่ เพียง 15 นาที 
- HomePro บางใหญ่ เพียง 15 นาที 
- โรงพยาบาลเกษมราษฏร์ เพียง 15 นาที 
- มหาวิทยาลัยมหิดล ศาลายา เพียง 12 นาที
- เซ็นทรัลศาลายา เพียง 20 นาที
- Makro ศาลายา เพียง 15 นาที
- Tesco Lotus ศาลายา เพียง 20 นาที
- HomePro ศาลายา เพียง 20 นาที
- มอเตอร์เวย์ฯบางใหญ่-กาญจนบุรี 5 นาที (ระหว่างก่อสร้าง)
- รถไฟฟ้าสายสีแดงอ่อน สถานีศาลายา 12 นาที (อนุมัติเรียบร้อย)
- ถนนพุทธมณฑลสาย 3 ส่วนต่อขยาย เพียง 5 นาที (ระหว่างดำเนินการ)
- ทางขึ้น-ลง ส่วนต่อขยาย ทางคู่ขนานลอยฟ้าบรมราชชนนี 15 นาที (ระหว่างดำเนินการ)
- ทางขึ้น-ลง มอเตอร์เวย์วงแหวนรอบที่ 3 เพียง 15 นาที (ระหว่างดำเนินการ)
- สนามบินนครปฐม (บางเลน-นครชัยศรี) เพียง 15 นาที (อนุมัติเรียบร้อย)","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"อาคารพาณิชย์","Commercial building J-biz Rangsit Khlong Nueng","อาคารพาณิชย์ J-BIZ รังสิต คลองหนึ่ง","","","ประชาธิปัตย์","ธัญบุรี","ปทุมธานี","","","","","– เทศโก้ โลตัส รังสิต
– ฟิวเจอร์พาร์ค รังสิต
– Major Cineplex รังสิต
– ตลาดสดสะพานแดงคลองหนึ่ง
– ตลาดรังสิต
– ตลาดสะพานแดงมาร์เก็ต
– ตลาดเบญจทรัพย์
– ตลาดน้ำนครรังสิต","","ปทุมธานี ลำลูกกา รังสิต ธรรมศาสตร์ คลองหลวง"
"ทาวน์โฮม","The Village of Darker City Petchkasem 69","หมู่บ้านเดอะเนเจอร์ซิตี้ เพชรเกษม69","","","หนองแขม","หนองแขม","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สวนสาธารณะ/สวนหย่อม","-เจ้าสัว 69
-Victoria Gardens
-Big C เพชรเกษม
-Major Cineplex เพชรเกษม
-Big C Extra เพชรเกษม
-Home Pro เพชรเกษม
-Makro เพชรเกษม
-The Mall บางแค
-ตลาดคลองขวาง
-ตลาดหนองแขม","","บางแค เพชรเกษม ภาษีเจริญ หนองแขม"
"คอนโดมิเนียม","Condo Caza Fresh EBAC Bangna","คอนโดคาซ่าฟร้านซ์ เอแบค บางนา","","บางนาตราด","บางเสาธง","บางเสาธง","สมุทรปราการ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ, Fitness, ซัก อบ รีด","-มหาวิทยาลัยเอแบค (ABAC) วิทยาเขตบางนา
-สนามบินสุวรรณภูมิ
- เมกะซิตี้บางนา","","บางนา สรรพวุธ ลาซาล แบริ่ง สันติคาม ม.รามคำแหง 2 เมกะบางนา เอแบคบางนา"
"บ้านเดี่ยว","Manthana Bang Yai Village","หมู่บ้านมัณฑนาบางใหญ่","","กาญจนาภิเษก","บางรักพัฒนา","บางบัวทอง","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, สระว่ายน้ำ, Fitness","1.สถานีรถไฟฟ้าคลองไผ่
2.โรงพยาบาลเกษมราษฎร์รัตนาธิเบศร์อินเตอร์เนชั่นแนล
3.big c extra
4.ตลาดบางใหญ่
5.โรงเรียนกสิณธรเซนต์ปีเตอร์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"บ้านเดี่ยว","The City Bang Yai","the city บางใหญ่","","กาญจนาภิเษก","เสาธงหิน","บางใหญ่","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, สระว่ายน้ำ, Fitness, สนามเด็กเล่น, ห้องประชุม","- เซ็นทรัลเวสเกต
- โรงพยาบาลเกษมราษฎร์อินเตอร์
- โรงเรียนกสินธร
- รถไฟฟ้าสีม่วงสถานีคลองบางไผ่","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Pruksa Ville 53/1 Village","หมู่บ้านพฤกษาวิลล์53/1 สะเเกงาม","","พระราม 2","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-คาร์ฟู พระราม 2
- รพ.พระราม 2
-สถานีดับเพลิงบางขุนทียน
-การไฟฟ้าบางขุนเทียน
-รพ.บางกอก 8 อินเตอร์
-สนง.เขตบางขุนเทียน
-รพ.นครธน
-บิ๊กซี พระราม 2
-โฮมโปร พระราม 2
-เซ็นทรัลพระราม 2","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"ทาวน์โฮม","The Emerald Park Village 3","หมู่บ้านดิเอมเมอรัลด์ พาร์ค3","","","บางพลับ","ปากเกร็ด","นนทบุรี","","","","","- ร้านสะดวกซื้อได้แก่ 7-11 Lotus-Express
- ตลาดบางบัวทอง
- กรมที่กินบางบัวทอง
- ห้างสรรพสินค้าเซ็นทรัลเวสต์เกต
- รพ.เกษมราษฏร์ รัตนาธิเบศร์, รพ.บางบัวทอง
- วัดละหาร, วัดเล่งเน่ยยี่2
- โรงเรียนกสิณธรเซนต์ปีเตอร์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Eklada Village","หมู่บ้านเอกลดา","","รัตนาธิเบศร์","บางรักพัฒนา","บางบัวทอง","กรุงเทพ","","","","","- โรงพยาบาลเกษมราษฎร์
- รถไฟฟ้าสายสีม่วง #สถานีบางพลู #สถานีสามแยกบางใหญ่
- เซ็นทรัลพลาซา เวสต์เกต และอีเกีย บางใหญ่
- โฮมโปร และบิ้กซี สาขารัตนาธิเบศร์
- ตลาดบางใหญ่
- โรงพยาบาลชลลดา เทศบาลบางบัวทอง
- โรงเรียนบางบัวทองราษฎร์บํารุง","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"บ้านเดี่ยว","Perfect Masterpiece Century Rattanathibet","Perfect Masterpiece Century รัตนาธิเบศร์","","รัตนาธิเบศร์","ไทรม้า","เมืองนนทบุรี","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ, Fitness, สวนสาธารณะ/สวนหย่อม","-เดอะคริสตัล พีทีที
-เซ็นทรัล เวสท์เกต
-เซ็นทรัล รัตนาธิเบศร์
-Mini BigCท่าอิฐ
-เทสโก้ โลตัส,ตลาดท่าอิฐ 
-เอสพลานาด งามวงศ์วาน
-สนง.สลากกินแบ่ง
-โรงพยาบาลเกษมราษฎร์
-พันธุ์ทิพย์ พลาซ่า งามวงศ์วาน
-โรงเรียนศรีบุญยานนท์
-โรงเรียนนานาชาติ GES
-โรงเรียนนานาชาติ St.Andrews สามัคคี
-โรงเรียนเบญจมราชานุสรณ์
-โรงเรียนนานาชาติ ISB
-โรงเรียน.นานาชาติแมจิกเยียร์ส
-มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ
-มหาวิทยาลัยธุรกิจบัณฑิตย์","","นนทบุรี บางใหญ่ บางบัวทอง ไทรน้อย ไทรม้า ท่าอิฐ"
"ทาวน์โฮม","Sinthawa Thian Thale Village 2","หมู่บ้านสินทวีเทียนทะเล2","เทียนทะเล20","สะแกงาม","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี วิทยาเขตบางขุนเทียน
– วิทยาลัยเทคโนโลยีปทีปพลีผล
– โรงเรียนทวีธาภิเศกบางขุนเทียน
– โรงเรียนหมู่บ้านเกาะโพธิ์
– โรงเรียนวัดประชาบำรุง
– โรงเรียนพิทยาลงกรณ์พิทยาคม","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"ทาวน์โฮม","Plino Village Suksawat-Rama 3","หมู่บ้านพลีโน่ สุขสวัสดิ์-พระราม3","","สุขสวัสดิ์","บางปะกอก","ราษฎร์บูรณะ","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV","– รถไฟฟ้า MRT สายสีม่วง สถานีบางปะกอก 4.0 กม.
– วัดพุทธบูชา 4.0 กม.
– รพ.ราษฏร์บูรณะ 4.6 กม.
– บิ๊กซี บางปะกอก 4.8 กม.
– เทสโก้ โลตัส บางปะกอก 5.4 กม.
– ม.เทคโนโลยีพระจอมเกล้าธนบุรี 5.2 กม.
– รพ.บางปะกอก 5.2 กม.
– Major Hollywood 5.8 กม.
– รร.รุ่งอรุณ 5.8 กม.
– รพ.บางปะกอก 9 International 8.1 กม.
– รร. สวนกุหลาบ ธนบุรี 8.0 กม.
– สน.ราษฏร์บูรณะ 6.1 กม.
– เซ็นทรัลพระราม 2 10 กม.","","ราษฎร์บูรณะ สุขสวัสดิ์ ประชาอุทิศ พระประแดง พุทธบูชา ทุ่งครุ"
"ทาวน์โฮม","Pruksa Ville Village 32 Bang Khun Thian Rama 2","หมู่บ้านพฤกษาวิลล์32 บางขุนเทียน พระราม2","พระราม2ซอย74","","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","-เซ็นทรัล พระราม 2
-บิ๊กซี พระราม 2
-เทสโก้ โลตัส พระราม 2
-โฮมโปร พระราม 2
-รร.รุ่งอรุณ
-รร.ทานตะวันไตรภาษา
-รร.พระยามนธาตุราชศรีพิจิตร์
-รพ.บางมด
-รพ.นครธน","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"โรงแรม","Tawan Anda Garden Hotel","โรงแรม ตะวัน อันดา การ์เด้น","","พ่อขุนทะเล","มะขามเตี้ย","เมือง","สุราษฎร์ธานี","","","","","มหาวิทยาลัยราชภัฏสุราษฎร์ธานี, เซ็นทรัลพลาซา สุราษฎร์ธานี, เทสโก้ โลตัส สุราษฏร์ธานี, แม็คโคร สุราษฎร์ธานี","","สมุย สุราษฎร์ธานี"
"โกดัง/โรงงาน","Bang Pu Tanne Factory 52","โรงงาน ฟอกหนัง บางปู 52","บางปู 52","สุขุมวิท","ท้ายบ้าน","เมือง","สมุทรปราการ","","","","","สถานี รถไฟฟ้าเคหะ E23 โรบินสัน สมุทรปราการ, บิ๊กซี ,ตากอากาศบางปู, ถนนสุขุมวิท, วัดอโศกราม , นิคมอุตสาหกรรมบางปู , ถนนสุขุมวิท, โลตัสสายลวด, ตลาดปากน้ำ , รพ.ปาโลสมุทรปราการ , ตลาดแบล๊คมารเก็ต","","เทพารักษ์ บางพลี สำโรง แพรกษา ปู่เจ้าสมิงพราย ศรีด่าน ปากน้ำ บางปู สมุทรปราการ"
"ทาวน์โฮม","Plino Village Suksawat-Pracha Uthit 60","หมู่บ้านพลีโน่ สุขสวัสดิ์-ประชาอุทิศ 60","ประชาอุทิศ 60","","ทุ่งครุ","ทุ่งครุ","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สระว่ายน้ำ, Fitness, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม, สโมสร (clubhouse)","-รร.นาหลวง
-รร.อิสลามวิทยาลัยแห่งประเทศไทย
-ม.เทคโนโลยีพระจอมเกล้าธนบุรี
-เซ็นทรัล พระราม 2
-MaxValu
-บิ๊กซี พระราม 2
-เทสโก้ โลตัส พระราม 2
-Home Pro พระราม 2
-รพ.บางปะกอก
-รพ.บางปะกอก 3
-รพ.บางปะกอก 9
-รพ.นครธน","","ราษฎร์บูรณะ สุขสวัสดิ์ ประชาอุทิศ พระประแดง พุทธบูชา ทุ่งครุ"
"บ้านเดี่ยว","Pracha Rama 2 Village","หมู่บ้านประชาสิริ พระราม 2","พระราม2ซอย60/1","พระราม 2","แสมดำ","บางขุนเทียน","กรุงเทพ","","","","รักษาความปลอดภัย 24 ชม, CCTV, สนามเด็กเล่น, สวนสาธารณะ/สวนหย่อม","- บิ๊กซี พระราม 2
- เทสโก้ โลตัส พระราม 2
-โรงพยาบาลพระราม 2
- โรงพยาบาลนครธน
- เซ็นทรัล พระราม 2
- สน. ท่าข้าม
- โรงเรียนรุ่งอรุณ
- โรงเรียนสารสาสน์","","พระราม 2 บางขุนเทียน ท่าข้าม เทียนทะเล"
"บ้านเดี่ยว","Perfect Place Rattanathibet","เพอร์เฟค เพลส รัตนาธิเบศร์","","รัตนาธิเบศร์","ไทรม้า","เมืองนนทบุรี","นนทบุรี","","","","รักษาความปลอดภัย 24 ชม, สระว่ายน้ำ, Fitness, สวนสาธารณะ/สวนหย่อม","-ใกล้แนวเส้นทางโครงการรถไฟฟ้าสายสีม่วง (บางใหญ่ – บางซื่อ) สถานีไทรม้า 
-เซ็นทรัลเวตเกต 
-เดอะมอลล์งามวงศ์วาน
-พันทิพย์งามวงศ์วาน
-ตลาดท่าอิฐ 1.5 กม.
-สถานีรถไฟฟ้าสายสีม่วง สถานีไทรม้า 1.7 กม.
-Lotus Express ท่าอิฐ 2.3 กม.
-Mini BigCท่าอิฐ 2.5 กม.
-HomePro ชัยพฤกษ์ 6.1 กม.
-เซ็นทรัล เวสต์เกต 8.3 กม.
-บางใหญ่ไนท์พลาซ่า 8.7 กม.
-Index บางใหญ่ 8.8 กม.
-Big C รัตนาธิเบศร์ 9.2 กม.
-ตลาดกลางบางใหญ่ 9.3 กม.
-Big C Extra บางใหญ่ 9.5 กม.
-บางใหญ่ สแควร์ 9.6 กม.
-เอสพลานาด งามวงศ์วาน 9.9 กม.
-The Walk ราชพฤกษ์ 10.3 กม.
-HomePro ราชพฤกษ์ 10.4 กม.
-คริสตัล เอสบี ราชพฤกษ์ 11.5 กม.
-HomeWork ราชพฤกษ์ 12.1 กม.
-The Mall งามวงศ์วาน 12.5 กม.
-รพ.นนทเวช 12.5 กม.
-กระทรวงพานิชย์ 7.1 กม.
-สนง.สลากกินแบ่ง 9.2 กม.
-กรมชลประทาน 12.6 กม.
-รร.นนทบุรี วิทยาลัย 4.8 กม.
-ม.ราชภัฎพระนคร 8.7 กม.
-รร.สวนกุหลาบ นนทบุรี 14.5 กม.
-ร.พ.เกษมราษฎร์ 9.2 กม.","","รัตนาธิเบศร์ สนามบินน้ำ พระนั่งเกล้า สามัคคี เรวดี"
